game_id,name,boardgamedesigner,boardgameartist,yearpublished,minplayers,maxplayers,minage,playingtime,minplaytime,maxplaytime,boardgamepublisher,boardgamecategory,boardgamefamily,boardgamemechanic,AbstractGameRank_min,AbstractGameRank_min_date,AbstractGameRank_max,AbstractGameRank_max_date,first_date_in_ref,BoardGameRank_min,BoardGameRank_min_date,BoardGameRank_max,BoardGameRank_max_date,ChildrensGameRank_min,ChildrensGameRank_min_date,ChildrensGameRank_max,ChildrensGameRank_max_date,CustomizableRank_min,CustomizableRank_min_date,CustomizableRank_max,CustomizableRank_max_date,FamilyGameRank_min,FamilyGameRank_min_date,FamilyGameRank_max,FamilyGameRank_max_date,PartyGameRank_min,PartyGameRank_min_date,PartyGameRank_max,PartyGameRank_max_date,StrategyGameRank_min,StrategyGameRank_min_date,StrategyGameRank_max,StrategyGameRank_max_date,ThematicRank_min,ThematicRank_min_date,ThematicRank_max,ThematicRank_max_date,WarGameRank_min,WarGameRank_min_date,WarGameRank_max,WarGameRank_max_date,bgg_url
230080,Majesty: For the Realm,['Marc André'],['Anne Heidsieck'],2017,2,4,7,40,20,40,"['Hans im Glück', '999 Games', 'Arclight', 'Asmodee', 'Asterion Press', 'Bard Centrum Gier', 'Broadway Toys LTD', 'Devir', 'Gemblo, Inc.', 'Hobby World', 'Mandoo Games', 'MINDOK', 'Z-Man Games, Inc.']","['Card Game', 'Medieval']","['Admin: Better Description Needed!', 'Organizations: Forgenext']","['Card Drafting', 'Set Collection', 'Victory Points as a Resource']",,,,,2018-10-06,723,2018-12-22,841,2021-05-15,,,,,,,,,144,2018-11-17,206,2021-02-13,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/230080
238992,Call to Adventure,"[""Johnny O'Neal"", ""Christopher O'Neal""]",[],2019,1,4,9,60,30,60,"['Asmodee', 'Brotherwise Games', 'GaGa Games', 'Gém Klub Kft.', 'Hobby Japan', 'La Boîte de Jeu', 'Rebel Sp. z o.o.']","['Card Game', 'Dice', 'Fantasy', 'Novel-based']","['Crowdfunding: Kickstarter', 'Game: Call to Adventure', 'Players: Games with Solitaire Rules']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Set Collection', 'Solo / Solitaire Game', 'Storytelling']",,,,,2019-04-20,841,2021-04-03,1953,2019-04-20,,,,,,,,,,,,,,,,,,,,,205,2021-03-20,259,2019-08-17,,,,,https://boardgamegeek.com/boardgame/238992
157403,Black Fleet,['Sebastian Bleasdale'],['Denis Zilber'],2014,3,4,14,60,60,60,"['Space Cowboys', 'Asmodee', 'Asterion Press']","['Nautical', 'Pirates', 'Transportation']",['Components: Miniatures'],"['Area Movement', 'Grid Movement', 'Hand Management', 'Pick-up and Deliver', 'Take That', 'Variable Player Powers']",,,,,2018-10-06,651,2018-10-06,844,2021-05-22,,,,,,,,,137,2018-10-06,211,2021-02-13,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/157403
66056,Rivals for Catan,['Klaus Teuber'],['Michael Menzel'],2010,2,2,10,120,45,120,"['KOSMOS', '999 Games', 'Albi', 'Catan Studio', 'Devir', 'Filosofia Éditions', 'Giochi Uniti', 'Hobby World', 'Ideal Board Games', 'IntelliGames.BG', 'Mayfair Games']","['Card Game', 'City Building', 'Medieval', 'Territory Building']","['Game: Catan', 'Game: The Rivals for Catan', 'Players: Two Player Only Games', 'Series: Two-player games (Kosmos)', 'Versions & Editions: Two-Player Versions of More-Player Games']","['Card Drafting', 'Dice Rolling', 'Hand Management']",,,,,2018-10-06,660,2018-10-06,846,2021-05-22,,,,,,,,,,,,,,,,,428,2018-10-06,551,2021-02-27,,,,,,,,,https://boardgamegeek.com/boardgame/66056
198740,Lovecraft Letter,['Seiji Kanai'],"['Vincent Dutrait', 'Kouji Ogata']",2017,2,6,10,15,5,15,"['Alderac Entertainment Group', 'Arclight', 'Pegasus Spiele', 'Switch Games']","['Card Game', 'Deduction', 'Fantasy', 'Horror']","['Game: Love Letter', 'Series: Big in Japan (AEG)', 'Theme: Cthulhu Mythos']","['Hand Management', 'Player Elimination']",,,,,2018-10-06,509,2018-10-27,1012,2018-10-06,,,,,,,,,,,,,38,2020-05-30,48,2018-10-06,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/198740
284760,Disney Villainous: Evil Comes Prepared,['Prospero Hall'],[],2019,2,3,10,60,40,60,['Ravensburger'],"['Card Game', 'Fantasy', 'Movies / TV / Radio theme', 'Mythology']","['Brands: Disney', 'Game: Disney Villainous', 'Movies: The Lion King', 'Theme: Villainy']","['Hand Management', 'Take That', 'Variable Player Powers']",,,,,2019-09-07,847,2021-05-22,4350,2019-09-07,,,,,,,,,170,2021-05-15,273,2020-08-22,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/284760
141517,A Study in Emerald,['Martin Wallace'],"['Geof Banyard', 'Peter Dennis', 'Anne Stokes']",2013,2,5,13,90,90,90,['Treefrog Games'],"['Bluffing', 'Fantasy', 'Horror', 'Murder/Mystery', 'Novel-based', 'Political', 'Spies/Secret Agents', 'Zombies']","['Books: Sherlock Holmes', 'Components: Multi-Use Cards', 'Crowdfunding: Kickstarter', 'Theme: Cthulhu Mythos']","['Area Majority / Influence', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Hidden Roles', 'Point to Point Movement', 'Team-Based Game']",,,,,2018-10-06,627,2018-10-06,848,2021-05-22,,,,,,,,,,,,,,,,,357,2018-10-06,478,2021-03-06,,,,,,,,,https://boardgamegeek.com/boardgame/141517
245643,Luxor,['Rüdiger Dorn'],['Dennis Lohausen'],2018,2,4,8,45,45,45,"['Queen Games', 'Brädspel.se', 'Calamity Games', 'Devir', 'Piatnik']","['Adventure', 'Ancient']","['Cities: Luxor (Egypt)', 'Country: Egypt', 'Crowdfunding: Kickstarter', 'Digital Implementations: Board Game Arena', 'Game: Luxor', 'Series: Yellow Wave Box (Queen)']","['Hand Management', 'Modular Board', 'Race', 'Set Collection']",,,,,2018-11-03,849,2021-05-01,1989,2018-11-03,,,,,,,,,178,2021-04-17,417,2018-12-01,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/245643
45986,Stronghold,['Ignacy Trzewiczek'],"['Mariusz Gandzel', 'Tomasz Jedruszek', 'Michał Oracz']",2009,2,4,10,120,120,120,"['Portal Games', 'IELLO', 'Phalanx Games B.V.', 'Valley Games, Inc.']","['Fantasy', 'Fighting', 'Medieval']",['Category: Tower Defense'],"['Action Points', 'Area Majority / Influence', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']",,,,,2018-10-06,584,2018-10-06,850,2021-05-22,,,,,,,,,,,,,,,,,344,2018-10-06,484,2021-05-22,,,,,,,,,https://boardgamegeek.com/boardgame/45986
235488,Istanbul: The Dice Game,['Rüdiger Dorn'],['Andreas Resch'],2017,2,4,8,40,20,40,"['Pegasus Spiele', '2 Pionki', 'Alderac Entertainment Group', 'Korea Boardgames Co., Ltd.', 'Land of Beautiful Mind (سرزمین ذهن زیبا)', 'Matagot', 'MEBO Games', 'Piatnik', 'Portal Games', 'Swan Panasia Co., Ltd.', 'White Goblin Games']",['Dice'],"['Cities: Istanbul (Turkey)', 'Components: Dice with Icons', 'Country: Turkey', 'Game: Istanbul (AEG)', 'Misc: LongPack Games', 'Region: Middle East', 'Versions & Editions: Dice Versions of Non-Dice Games']","['Action Points', 'Dice Rolling', 'Set Collection']",,,,,2018-10-06,519,2018-10-27,1035,2018-10-06,,,,,,,,,180,2021-04-17,205,2018-10-06,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/235488
1301,Netrunner,['Richard Garfield'],"['Ash Arnett', 'Brian Booker', 'Armand Cabrera', 'Doug Chaffee', 'Robert Dixon', 'Kaja Foglio', 'Dan Frazier', 'Larry Friedman', 'Randy Gallegos', 'Daniel Gelon', 'James Higgens', 'Craig Hooper', 'Heather Hudson', 'Doug Keith', 'Mike Kimble', 'Tony Luke', 'Anson Maddocks', 'Ramon Mascarenas', 'Matt Milberger', 'Terese Nielsen', 'Margaret Organ-Kean', 'John Park', 'Mari Paz Pasicolan-Cabardo', 'Zak Plucinski', 'Mark Poole', 'Mike Raabe', 'John Ramirez', 'Doug Shuler', 'Larry Snelly', 'Greg Staples', 'Kevin Stein', 'Mark Tedin', 'Richard Thomas (I)', 'Chris Vande Voort', 'Pete Venters', 'Todd Wade', 'Brian Wagner', 'Christina Wald', 'L. A. Williams', 'Matt Wilson (I)', 'Ray Winninger']",1996,2,2,10,45,45,45,['Wizards of the Coast'],"['Card Game', 'Collectible Components', 'Science Fiction']","['Collectible: Collectible Card Games', 'Game: Netrunner', 'Players: Two Player Only Games', 'Theme: Cyberpunk', 'Theme: Hackers']",['Action Points'],,,,,2018-10-06,609,2018-10-20,852,2021-05-22,,,,,18,2018-10-06,25,2020-09-05,,,,,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/1301
22825,Tide of Iron,"['John Goodenough', 'Corey Konieczka', 'Christian T. Petersen']","['Michael Komarck', 'Kurt Miller', 'Scott Nicely', 'Brian Schomburg']",2007,2,4,12,120,120,120,"['Fantasy Flight Games', 'Edge Entertainment', 'Ubik']","['Miniatures', 'Wargame', 'World War II']","['Admin: Better Description Needed!', 'Game: Tide of Iron', 'Series: Fantasy Flight Big Box']","['Action Points', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Team-Based Game', 'Time Track']",,,,,2018-10-06,614,2018-10-20,853,2021-05-22,,,,,,,,,,,,,,,,,,,,,,,,,161,2018-12-08,181,2021-01-16,https://boardgamegeek.com/boardgame/22825
185589,Islebound,['Ryan Laukat'],['Ryan Laukat'],2016,2,4,13,120,60,120,['Red Raven Games'],"['Nautical', 'Pirates']","['Crowdfunding: Kickstarter', 'Setting: World of Arzium']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Drafting', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Modular Board', 'Pick-up and Deliver', 'Push Your Luck', 'Worker Placement']",,,,,2018-10-06,672,2018-10-13,854,2021-05-15,,,,,,,,,,,,,,,,,385,2018-10-06,492,2021-05-15,,,,,,,,,https://boardgamegeek.com/boardgame/185589
75449,Firenze,['Andreas Steding'],"['Michael Menzel', 'Andreas Resch']",2010,2,4,12,60,60,60,"['Pegasus Spiele', 'Quined Games']","['Economic', 'Renaissance']","['Cities: Florence (Tuscany, Italy)', 'Country: Italy', 'Digital Implementations: Yucata', 'Region: Tuscany (Italy)']","['Increase Value of Unchosen Resources', 'Set Collection']",,,,,2018-10-06,733,2019-04-27,856,2021-05-01,,,,,,,,,138,2019-03-23,177,2021-02-13,,,,,395,2019-04-27,470,2021-03-13,,,,,,,,,https://boardgamegeek.com/boardgame/75449
1822,Wilderness War,['Volko Ruhnke'],"['Rodger B. MacGowan', 'Mark Simonitch']",2001,2,2,12,180,180,180,['GMT Games'],"['Age of Reason', 'American Indian Wars', 'Wargame']","['Country: Canada', 'Country: USA', 'History: Age of Kings', 'History: French and Indian War', 'Players: Two Player Only Games', 'Theme: Colonial']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement']",,,,,2018-10-06,610,2018-10-20,858,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,31,2019-02-09,40,2021-05-15,https://boardgamegeek.com/boardgame/1822
1382,Winner's Circle,['Reiner Knizia'],"[""William O'Connor"", 'U#', 'Franz Vohwinkel']",2001,2,6,10,60,45,60,"['alea', 'DiceTree Games', 'Ediciones MasQueOca', 'Face2Face Games', 'Group SNE', 'Ravensburger', 'Smart Ltd']","['Animals', 'Racing', 'Sports']","['Series: Alea Small Box', 'Sports: Horse Racing']","['Betting and Bluffing', 'Roll / Spin and Move']",,,,,2018-10-06,688,2018-10-20,858,2021-05-22,,,,,,,,,149,2018-10-13,212,2021-02-13,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/1382
242804,Lowlands,"['Claudia Partenheimer', 'Ralf Partenheimer']",['Andrea Boekhoff'],2018,2,4,12,100,50,100,"['Feuerland Spiele', 'DiceTree Games', 'Maldito Games', 'テンデイズゲームズ (Ten Days Games)', 'Z-Man Games, Inc.']",['Farming'],"['Animals: Sheep', 'Components: Meeples (Animal) / Animeeples', 'Country: The Netherlands']","['Action Points', 'Set Collection', 'Tile Placement', 'Worker Placement']",,,,,2018-10-06,855,2021-03-20,1560,2018-10-06,,,,,,,,,,,,,,,,,448,2020-12-26,713,2018-10-06,,,,,,,,,https://boardgamegeek.com/boardgame/242804
60,Vinci,['Philippe Keyaerts'],['Cyril Saint Blancat'],1999,3,6,14,90,90,90,['Descartes Editeur'],"['Ancient', 'Civilization', 'Territory Building']",['Digital Implementations: Yucata'],"['Area Majority / Influence', 'Area Movement', 'Increase Value of Unchosen Resources', 'Variable Player Powers']",,,,,2018-10-06,627,2018-10-20,859,2021-05-22,,,,,,,,,,,,,,,,,371,2018-10-06,494,2021-05-22,,,,,,,,,https://boardgamegeek.com/boardgame/60
157809,Nations: The Dice Game,['Rustan Håkansson'],"['Ossi Hiekkala', 'Jere Kasanen', 'Paul Laane', 'Frida Lögdberg']",2014,1,4,14,40,20,40,"['Lautapelit.fi', 'Pegasus Spiele', 'Stronghold Games']","['Ancient', 'Civilization', 'Dice', 'Medieval', 'Renaissance']","['Components: Dice with Icons', 'Digital Implementations: Boiteajeux', 'Digital Implementations: Yucata', 'Game: Nations', 'Mechanism: Tableau Building', 'Players: Games with Solitaire Rules', 'Versions & Editions: Dice Versions of Non-Dice Games']","['Dice Rolling', 'Events', 'Push Your Luck', 'Re-rolling and Locking', 'Turn Order: Stat-Based', 'Variable Set-up']",,,,,2018-10-06,718,2018-10-20,860,2021-05-15,,,,,,,,,152,2018-11-17,213,2021-02-13,,,,,421,2018-11-03,513,2021-05-22,,,,,,,,,https://boardgamegeek.com/boardgame/157809
112,Condottiere,"['Dominique Ehrhard', 'Duccio Vitale', 'Justin Kemppainen']","['Dominique Ehrhard', 'John Goodenough', 'Serge Hochain', 'Tomasz Jedruszek', 'Mohammad Noureddine', 'Scott Nicely', 'David Palumbo', 'Samuel Shimota']",1995,2,6,14,45,45,45,"['Eurogames', 'Arclight', 'Descartes Editeur', 'Edge Entertainment', 'Fantasy Flight Games', 'Galakta', 'Giochi Uniti', 'Heidelberger Spieleverlag', 'Hobby World', 'Lautapelit.fi', 'Nexus Editrice', 'Roomiz Games', 'Ubik', 'Z-Man Games, Inc.']","['Bluffing', 'Card Game', 'Medieval', 'Negotiation']","['Admin: Better Description Needed!', 'Country: Italy', 'History: Italian City-States', 'Series: Fantasy Flight Silver Line']","['Area Majority / Influence', 'Auction/Bidding', 'Constrained Bidding', 'Hand Management']",,,,,2018-10-06,809,2018-10-20,861,2021-05-15,,,,,,,,,,,,,,,,,512,2018-12-15,558,2021-05-08,,,,,,,,,https://boardgamegeek.com/boardgame/112
244331,Blue Lagoon,['Reiner Knizia'],['Tomasz Larek'],2018,2,4,8,45,30,45,"['Blue Orange (EU)', 'Blue Orange Games', 'ADC Blackfire Entertainment', 'Amo Oy', 'Arclight', 'Broadway Toys LTD', 'Funiverse', 'Gemblo, Inc.', 'Mandoo Games', 'Zvezda']",['Abstract Strategy'],"['Misc: LongPack Games', 'Theme: Tropical Islands']","['Area Majority / Influence', 'Chaining', 'Connections', 'End Game Bonuses', 'Hexagon Grid', 'Network and Route Building', 'Score-and-Reset Game', 'Set Collection', 'Variable Set-up']",21,2021-01-02,45,2018-11-24,2018-11-24,844,2020-12-26,1956,2018-11-24,,,,,,,,,182,2020-10-31,460,2018-11-24,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/244331
171233,The Big Book of Madness,['Maxime Rambourg'],['Xavier Gueniffey Durin'],2015,2,5,12,90,60,90,"['IELLO', '2 Pionki', 'Broadway Toys LTD', 'Bureau de Juegos', 'Devir', 'Heidelberger Spieleverlag', 'Hobby Japan', 'Portal Games', 'Redbox Editora (Redbox)', 'Reflexshop', 'REXhry', 'uplay.it edizioni']","['Card Game', 'Fantasy']",['Theme: Books / Libraries'],"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Player Elimination', 'Variable Player Powers']",,,,,2018-10-06,657,2018-10-13,864,2021-05-22,,,,,,,,,,,,,,,,,416,2018-10-06,557,2021-05-22,164,2018-10-06,178,2019-01-19,,,,,https://boardgamegeek.com/boardgame/171233
303057,Pan Am,['Prospero Hall'],['Prospero Hall'],2020,2,4,12,60,60,60,['Funko Games'],"['Aviation / Flight', 'Economic']",['Components: Map (Global Scale)'],"['Auction/Bidding', 'Auction: Fixed Placement', 'Constrained Bidding', 'Income', 'Network and Route Building', 'Stock Holding', 'Turn Order: Claim Action', 'Turn Order: Progressive', 'Worker Placement']",,,,,2020-07-11,863,2021-05-22,4403,2020-07-11,,,,,,,,,,,,,,,,,454,2021-05-22,1225,2020-08-08,,,,,,,,,https://boardgamegeek.com/boardgame/303057
210296,DinoGenics,['Richard Keene'],"['Nikola Matkovic', 'Grzegorz Pedrycz', 'Tan Ho Sim']",2019,1,5,14,120,90,120,"['La Boîte de Jeu', 'Ninth Haven Games']","['Science Fiction', 'Territory Building']","['Animals: Dinosaurs', 'Components: Meeples (Dinosaur) / Dinomeeples', 'Crowdfunding: Kickstarter']","['Dice Rolling', 'Events', 'Hand Management', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Stat-Based', 'Worker Placement']",,,,,2019-04-13,865,2021-05-22,1988,2019-04-13,,,,,,,,,,,,,,,,,,,,,145,2021-03-06,285,2019-08-10,,,,,https://boardgamegeek.com/boardgame/210296
198454,When I Dream,['Chris Darsaklis'],"['Jonathan Aucomte', 'Éric Azagury', 'Cyrille Bertin', 'Loïc Billiau', 'Sébastien Caiveau', 'Miguel Coimbra', 'Maëva da Silva', 'Julien Delval', 'Christine Deschamps', 'Vincent Dutrait', 'Nicolas Fructus', 'Anne Heidsieck', 'Gaël Lannurien', 'Fred Navez', 'Cyril Nouvel', 'Ismaël Pommaz', 'Christophe Swal', 'Régis Torres']",2016,4,10,8,40,20,40,"['Drawlab Entertainment', 'Repos Production', 'ADC Blackfire Entertainment', 'Asmodee', 'Asterion Press', 'Galápagos Jogos', 'Gém Klub Kft.', 'GoKids 玩樂小子', 'Hobby Japan', 'Korea Boardgames Co., Ltd.', 'Rebel Sp. z o.o.', 'Siam Board Games', 'Sombreros Production', 'Ігромаг', 'פרש משחקים - Game Knight']","['Deduction', 'Party Game', 'Real-time', 'Word Game']","['Components: Blindfolds / Blackout Glasses', 'Components: Game Trayz Inside', 'Theme: Dreams / Nightmares', 'Word Games: Guess the Word']","['Communication Limits', 'Memory', 'Role Playing', 'Storytelling', 'Team-Based Game']",,,,,2018-10-06,771,2020-01-04,880,2018-10-06,,,,,,,,,,,,,32,2018-11-17,43,2021-03-27,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/198454
253284,Ticket to Ride: New York,['Alan R. Moon'],"['Cyrille Daujean', 'Julien Delval']",2018,2,4,8,15,10,15,"['Days of Wonder', 'Asterion Press', 'Edge Entertainment', 'Galápagos Jogos', 'Gém Klub Kft.', 'Rebel Sp. z o.o.', 'Siam Board Games']",['Trains'],"['Cities: New York (New York, USA)', 'Components: Map (City Scale)', 'Game: Ticket to Ride']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']",,,,,2018-10-06,836,2020-10-03,1622,2018-10-06,,,,,,,,,199,2019-09-21,280,2018-12-01,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/253284
136991,Loony Quest,"['Laurent Escoffier', 'David Franck']","['Mathieu Leyssenne', 'Paul Mafayon']",2015,2,5,8,30,20,30,"['Libellud', 'Brädspel.se', 'Broadway Toys LTD', 'Galápagos Jogos', 'Gém Klub Kft.', 'Lautapelit.fi', 'Rebel Sp. z o.o.']","['Action / Dexterity', 'Fantasy', 'Real-time']",['Game: Loony Quest'],['Line Drawing'],,,,,2018-10-06,664,2018-10-06,868,2021-05-22,,,,,,,,,131,2018-10-06,219,2021-02-13,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/136991
8203,"Hey, That's My Fish!","['Günter Cornett', 'Alvydas Jakeliunas']","['François Bruel', 'Sylvain Decaux', 'Bernd Natke']",2003,2,4,8,20,20,20,"['Bambus Spieleverlag', '999 Games', 'Angry Lion Games', 'Arclight', 'Brain Games', 'cutia.ro', 'Devir', 'Edge Entertainment', 'Fantasy Flight Games', 'Giochi Uniti', 'Gordion Games', 'Granna', 'Heidelberger Spieleverlag', 'KADABRA', 'Kaissa Chess & Games', 'Lautapelit.fi', 'Mayfair Games', 'Phalanx Games B.V.', 'Phalanx Games Deutschland', 'Rebel Sp. z o.o.', 'Swan Panasia Co., Ltd.', 'Ubik', 'Vennerød Forlag AS', 'Zvezda']","['Abstract Strategy', 'Animals']","['Animals: Fish / Fishes', 'Animals: Penguins', 'Category: Combinatorial', 'Continents: Antarctica', 'Digital Implementations: Yucata', 'Sports: Fishing / Angling']","['Grid Movement', 'Hexagon Grid', 'Map Reduction', 'Modular Board']",48,2018-10-06,60,2020-04-04,2018-10-06,692,2018-10-06,869,2021-05-22,,,,,,,,,181,2018-10-06,254,2021-05-22,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/8203
191231,Via Nebula,['Martin Wallace'],['Vincent Joubert'],2016,2,4,12,60,45,60,"['Space Cowboys', 'Broadway Toys LTD', 'GP Games', 'Rebel Sp. z o.o.']","['Territory Building', 'Transportation']",['Components: Control Boards'],"['Action Points', 'Network and Route Building', 'Pick-up and Deliver']",,,,,2018-10-06,689,2018-11-03,870,2021-05-15,,,,,,,,,134,2018-11-17,208,2021-05-22,,,,,400,2018-10-06,511,2021-05-22,,,,,,,,,https://boardgamegeek.com/boardgame/191231
130176,Tales & Games: The Hare & the Tortoise,['Gary Kim'],"['Gary Kim', 'Mathieu Leyssenne']",2011,2,5,7,20,15,20,"['Piece Craft', 'Purple Brain Creations', '2 Pionki', 'Albi', 'Asmodee', 'Asterion Press', 'Funbox Editora', 'GoKids 玩樂小子', 'HomoLudicus', 'IELLO', 'Kaissa Chess & Games', 'Korea Boardgames Co., Ltd.', 'Lex Games', 'Portal Games']","['Animals', 'Card Game', ""Children's Game"", 'Novel-based', 'Racing']","['Animals: Foxes', 'Animals: Rabbits', 'Animals: Sheep', 'Animals: Turtles', 'Animals: Wolves', 'Authors: Jean de La Fontaine', 'Folk Tales & Fairy Tales: The Tortoise and the Hare', 'Series: Tales & Games (Purple Brain Creations)']","['Betting and Bluffing', 'Hand Management']",,,,,2018-10-06,685,2018-10-20,871,2021-05-15,,,,,,,,,132,2018-10-13,205,2021-05-22,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/130176
217449,NMBR 9,['Peter Wichmann'],['Fiore GmbH'],2017,1,4,8,20,20,20,"['999 Games', 'ABACUSSPIELE', 'Brädspel.se', 'cutia.ro', 'Devir', 'dV Giochi', 'Fantasmagoria', 'G3', 'Game Factory', 'GoKids 玩樂小子', 'Korea Boardgames Co., Ltd.', 'Lautapelit.fi', 'Möbius Games', 'Z-Man Games, Inc.']","['Abstract Strategy', 'Number', 'Puzzle']","['Components: Polyominoes', 'Players: Games with Solitaire Rules']","['Bingo', 'Pattern Building', 'Simultaneous Action Selection', 'Tile Placement']",35,2018-10-06,49,2021-02-20,2018-10-06,754,2019-01-05,877,2021-03-27,,,,,,,,,163,2018-12-01,225,2021-02-13,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/217449
275467,Letter Jam,['Ondra Skoupý'],"['Dávid Jablonovský', 'František Sedláček', 'Lukáš Vodička', 'Michaela Zaoralová']",2019,2,6,10,45,45,45,"['Czech Games Edition', 'Cranio Creations', 'Devir', 'GaGa Games', 'Gém Klub Kft.', 'HeidelBÄR Games', 'IELLO', 'Lex Games', 'MINDOK', 'Rebel Sp. z o.o.', 'Sunnygeeks', 'White Goblin Games']","['Card Game', 'Deduction', 'Party Game', 'Word Game']","[""Mechanism: Deduction – Blind Man's Bluff"", 'Word Games: Spelling / Letters']","['Communication Limits', 'Cooperative Game']",,,,,2019-09-07,875,2021-05-22,3439,2019-09-07,,,,,,,,,182,2021-03-06,870,2019-09-07,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/275467
55427,Mr. Jack in New York,"['Bruno Cathala', 'Ludovic Maublanc']",['Pierô'],2009,2,2,14,30,30,30,['Hurrican'],"['Deduction', 'Murder/Mystery']","['Cities: New York (New York, USA)', 'Country: USA', 'Game: Mr. Jack', 'Historical Figures: Jack the Ripper', 'Players: Two Player Only Games']","['Grid Movement', 'Variable Player Powers']",,,,,2018-10-06,633,2018-10-13,876,2021-05-22,,,,,,,,,,,,,,,,,364,2018-10-06,501,2021-05-08,,,,,,,,,https://boardgamegeek.com/boardgame/55427
25568,Metropolys,['Sébastien Pauchon'],['Mathieu Leyssenne'],2008,2,4,8,45,45,45,"['Ystari Games', 'HUCH!', 'Quined White Goblin Games', 'Rio Grande Games']",['City Building'],['Series: Ystari originals'],"['Area Majority / Influence', 'Auction/Bidding']",,,,,2018-10-06,657,2018-10-06,873,2021-05-15,,,,,,,,,,,,,,,,,390,2018-10-06,507,2021-05-22,,,,,,,,,https://boardgamegeek.com/boardgame/25568
127518,A Distant Plain,"['Volko Ruhnke', 'Brian Train']","['Xavier Carrascosa', 'Rodger B. MacGowan', 'Chechu Nieto']",2013,1,4,12,300,180,300,['GMT Games'],"['Modern Warfare', 'Wargame']","['Components: Multi-Use Cards', 'Country: Afghanistan', 'Players: Games with Solitaire Rules', 'Players: Wargames with Solitaire Rules', 'Series: COIN (GMT)']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers']",,,,,2018-10-06,679,2018-11-03,877,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,26,2019-02-09,32,2021-02-06,https://boardgamegeek.com/boardgame/127518
6830,Zendo,"['Kory Heath', 'Andrew Looney']","['Alexander Bradley', 'Eileen Tjan']",2001,3,5,8,60,60,60,['Looney Labs'],"['Abstract Strategy', 'Deduction', 'Puzzle']","['Components: Looney Pyramid Games', 'Misc: Mensa Select']","['Induction', 'Pattern Recognition', 'Simultaneous Action Selection']",21,2018-10-06,28,2020-11-28,2018-10-06,692,2018-10-20,877,2021-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/6830
97903,Terror in Meeple City,"['Antoine Bauza', 'Ludovic Maublanc']",['Pierô'],2013,2,4,8,45,45,45,['Repos Production'],"['Action / Dexterity', 'Horror']","['Components: 3-Dimensional (3D)', 'Creatures: Monsters', 'Mechanism: Finger Flicking Games', 'Theme: City', 'Theme: Kaiju', 'Theme: Villainy']","['Area Movement', 'Flicking', 'Set Collection', 'Stacking and Balancing', 'Variable Player Powers']",,,,,2018-10-06,656,2018-10-06,878,2021-05-15,,,,,,,,,153,2018-10-06,238,2021-02-13,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/97903
